name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway
Southwood Drive,0,18628172,1,2,1,43.38130004075372,1,29,,residential,6,"LINESTRING (-91.748509 37.913794, -91.74815 37.913791, -91.74808299999999 37.91379, -91.748018 37.913773)",bike,1
Southwood Drive,1,18628172,2,1,1,43.38130004075372,1,29,,residential,6,"LINESTRING (-91.748018 37.913773, -91.74808299999999 37.91379, -91.74815 37.913791, -91.748509 37.913794)",bike,1
Southwood Drive,2,18628172,2,3,1,169.83359365590536,1,29,,residential,6,"LINESTRING (-91.748018 37.913773, -91.747906 37.913746, -91.747714 37.913617, -91.747522 37.913419, -91.747259 37.913276, -91.74632800000001 37.913293)",bike,1
Southwood Drive,3,18628172,3,2,1,169.8335936559054,1,29,,residential,6,"LINESTRING (-91.74632800000001 37.913293, -91.747259 37.913276, -91.747522 37.913419, -91.747714 37.913617, -91.747906 37.913746, -91.748018 37.913773)",bike,1
Southwood Drive,4,18628172,3,4,1,34.917898249783846,1,29,,residential,6,"LINESTRING (-91.74632800000001 37.913293, -91.74593 37.913297)",bike,1
Southwood Drive,5,18628172,4,3,1,34.917898249783846,1,29,,residential,6,"LINESTRING (-91.74593 37.913297, -91.74632800000001 37.913293)",bike,1
Southwood Drive,6,18628172,4,5,1,148.15776521549387,1,29,,residential,6,"LINESTRING (-91.74593 37.913297, -91.745575 37.9133, -91.744546 37.913359, -91.74424399999999 37.913366)",bike,1
Southwood Drive,7,18628172,5,4,1,148.15776521549387,1,29,,residential,6,"LINESTRING (-91.74424399999999 37.913366, -91.744546 37.913359, -91.745575 37.9133, -91.74593 37.913297)",bike,1
Southwood Drive,8,18628172,5,6,1,242.98619455044275,1,29,,residential,6,"LINESTRING (-91.74424399999999 37.913366, -91.743713 37.913378, -91.742756 37.913354, -91.74147499999999 37.91334)",bike,1
Southwood Drive,9,18628172,6,5,1,242.98619455044272,1,29,,residential,6,"LINESTRING (-91.74147499999999 37.91334, -91.742756 37.913354, -91.743713 37.913378, -91.74424399999999 37.913366)",bike,1
County Road 4060,10,18628174,7,8,1,33.28710915457083,1,29,,residential,6,"LINESTRING (-91.680278 37.906268, -91.68040999999999 37.906349, -91.680622 37.906342)",bike,1
County Road 4060,11,18628174,8,7,1,33.28710915457083,1,29,,residential,6,"LINESTRING (-91.680622 37.906342, -91.68040999999999 37.906349, -91.680278 37.906268)",bike,1
County Road 4060,12,18628174,8,9,1,489.55550644614885,1,29,,residential,6,"LINESTRING (-91.680622 37.906342, -91.68076600000001 37.906283, -91.681023 37.906056, -91.681214 37.905948, -91.681583 37.905832, -91.681799 37.905814, -91.682052 37.905817, -91.682304 37.90584, -91.68425999999999 37.906172, -91.6859 37.906441)",bike,1
County Road 4060,13,18628174,9,8,1,489.5555064461488,1,29,,residential,6,"LINESTRING (-91.6859 37.906441, -91.68425999999999 37.906172, -91.682304 37.90584, -91.682052 37.905817, -91.681799 37.905814, -91.681583 37.905832, -91.681214 37.905948, -91.681023 37.906056, -91.68076600000001 37.906283, -91.680622 37.906342)",bike,1
County Road 4060,14,18628176,9,10,1,45.03762533653626,1,29,,residential,6,"LINESTRING (-91.6859 37.906441, -91.686019 37.906835)",bike,1
County Road 4060,15,18628176,10,9,1,45.03762533653626,1,29,,residential,6,"LINESTRING (-91.686019 37.906835, -91.6859 37.906441)",bike,1
County Road 8240,16,18628197,17,4406,1,40.57217337462,1,29,,residential,6,"LINESTRING (-91.83259099999999 37.970733, -91.832739 37.970634, -91.833 37.9705835)",bike,1
County Road 8240,17,18628197,4406,17,1,40.57217337462,1,29,,residential,6,"LINESTRING (-91.833 37.9705835, -91.832739 37.970634, -91.83259099999999 37.970733)",bike,1
Private Drive 3071,18,18628201,18,19,1,294.30055926065603,1,29,,residential,6,"LINESTRING (-91.71106 37.950985, -91.71109199999999 37.949598, -91.711129 37.949023, -91.711996 37.949014)",bike,1
Private Drive 3071,19,18628201,19,18,1,294.30055926065603,1,29,,residential,6,"LINESTRING (-91.711996 37.949014, -91.711129 37.949023, -91.71109199999999 37.949598, -91.71106 37.950985)",bike,1
Rich Lane,20,18628206,4407,20,1,150.02814909452496,1,29,,residential,6,"LINESTRING (-91.782197 37.9051, -91.78222100000001 37.905208, -91.782399 37.905634, -91.783052 37.906131, -91.783131 37.906173)",bike,1
Rich Lane,21,18628206,20,4407,1,150.028149094525,1,29,,residential,6,"LINESTRING (-91.783131 37.906173, -91.783052 37.906131, -91.782399 37.905634, -91.78222100000001 37.905208, -91.782197 37.9051)",bike,1
Rich Lane,22,18628206,20,21,1,118.34387899874892,1,29,,residential,6,"LINESTRING (-91.783131 37.906173, -91.783338 37.906281, -91.784407 37.906488)",bike,1
Rich Lane,23,18628206,21,20,1,118.34387899874892,1,29,,residential,6,"LINESTRING (-91.784407 37.906488, -91.783338 37.906281, -91.783131 37.906173)",bike,1
Rich Lane,24,18628207,21,22,1,54.393566188958076,1,29,,residential,6,"LINESTRING (-91.784407 37.906488, -91.784577 37.906196, -91.784764 37.906116)",bike,1
Rich Lane,25,18628207,22,21,1,54.393566188958076,1,29,,residential,6,"LINESTRING (-91.784764 37.906116, -91.784577 37.906196, -91.784407 37.906488)",bike,1
Forest Place,26,18628211,23,24,1,233.8535446679034,1,29,,residential,6,"LINESTRING (-91.739597 37.925587, -91.740415 37.925594, -91.741162 37.925653, -91.74206599999999 37.9257, -91.742257 37.92571)",bike,1
Forest Place,27,18628211,24,23,1,233.8535446679034,1,29,,residential,6,"LINESTRING (-91.742257 37.92571, -91.74206599999999 37.9257, -91.741162 37.925653, -91.740415 37.925594, -91.739597 37.925587)",bike,1
Gregory Street,28,18628212,25,26,1,129.64630135997388,1,29,,residential,6,"LINESTRING (-91.771694 37.930394, -91.771669 37.931181, -91.771638 37.9315589)",bike,1
Gregory Street,29,18628212,26,25,1,129.64630135997388,1,29,,residential,6,"LINESTRING (-91.771638 37.9315589, -91.771669 37.931181, -91.771694 37.930394)",bike,1
Gregory Street,30,18628213,27,25,1,12.98047323765235,1,29,,residential,6,"LINESTRING (-91.771546 37.930394, -91.771694 37.930394)",bike,1
Gregory Street,31,18628213,25,27,1,12.98047323765235,1,29,,residential,6,"LINESTRING (-91.771694 37.930394, -91.771546 37.930394)",bike,1
Gregory Street,32,18628213,25,28,1,147.78460724624267,1,29,,residential,6,"LINESTRING (-91.771694 37.930394, -91.77337900000001 37.930396)",bike,1
Gregory Street,33,18628213,28,25,1,147.78460724624267,1,29,,residential,6,"LINESTRING (-91.77337900000001 37.930396, -91.771694 37.930394)",bike,1
County Road 8110,34,18628223,29,30,1,164.7946521948953,1,29,,residential,6,"LINESTRING (-91.803292 37.940901, -91.80329399999999 37.941392, -91.803304 37.942383)",bike,1
County Road 8110,35,18628223,30,29,1,164.7946521948953,1,29,,residential,6,"LINESTRING (-91.803304 37.942383, -91.80329399999999 37.941392, -91.803292 37.940901)",bike,1
County Road 8110,36,18628223,30,31,1,457.7325143374992,1,29,,residential,6,"LINESTRING (-91.803304 37.942383, -91.803314 37.942732, -91.803318 37.942881, -91.803337 37.943391, -91.803326 37.944065, -91.803318 37.944528, -91.80329999999999 37.944718, -91.803257 37.945157, -91.803264 37.945467, -91.803271 37.94578, -91.803287 37.946497)",bike,1
County Road 8110,37,18628223,31,30,1,457.7325143374993,1,29,,residential,6,"LINESTRING (-91.803287 37.946497, -91.803271 37.94578, -91.803264 37.945467, -91.803257 37.945157, -91.80329999999999 37.944718, -91.803318 37.944528, -91.803326 37.944065, -91.803337 37.943391, -91.803318 37.942881, -91.803314 37.942732, -91.803304 37.942383)",bike,1
County Road 8110,38,18628223,31,32,1,70.76585418401197,1,29,,residential,6,"LINESTRING (-91.803287 37.946497, -91.80328900000001 37.946995, -91.803282 37.9471333)",bike,1
County Road 8110,39,18628223,32,31,1,70.76585418401197,1,29,,residential,6,"LINESTRING (-91.803282 37.9471333, -91.80328900000001 37.946995, -91.803287 37.946497)",bike,1
County Road 8110,40,18628223,32,33,1,664.3777826841754,1,29,,residential,6,"LINESTRING (-91.803282 37.9471333, -91.80327699999999 37.950212, -91.803254 37.952422, -91.80323799999999 37.953108)",bike,1
County Road 8110,41,18628223,33,32,1,664.3777826841754,1,29,,residential,6,"LINESTRING (-91.80323799999999 37.953108, -91.803254 37.952422, -91.80327699999999 37.950212, -91.803282 37.9471333)",bike,1
County Road 8110,42,18628223,33,34,1,86.96720669039371,1,29,,residential,6,"LINESTRING (-91.80323799999999 37.953108, -91.80322099999999 37.95389)",bike,1
County Road 8110,43,18628223,34,33,1,86.96720669039371,1,29,,residential,6,"LINESTRING (-91.80322099999999 37.95389, -91.80323799999999 37.953108)",bike,1
County Road 8110,44,18628223,34,35,1,535.8050404353352,1,29,,residential,6,"LINESTRING (-91.80322099999999 37.95389, -91.803163 37.956407, -91.80312499999999 37.958708)",bike,1
County Road 8110,45,18628223,35,34,1,535.8050404353352,1,29,,residential,6,"LINESTRING (-91.80312499999999 37.958708, -91.803163 37.956407, -91.80322099999999 37.95389)",bike,1
County Road 8110,46,18628223,35,36,1,251.98217997546158,1,29,,residential,6,"LINESTRING (-91.80312499999999 37.958708, -91.803124 37.960362, -91.80310799999999 37.960974)",bike,1
County Road 8110,47,18628223,36,35,1,251.98217997546158,1,29,,residential,6,"LINESTRING (-91.80310799999999 37.960974, -91.803124 37.960362, -91.80312499999999 37.958708)",bike,1
County Road 8110,48,18628223,36,37,1,267.01621316010085,1,29,,residential,6,"LINESTRING (-91.80310799999999 37.960974, -91.803088 37.96177, -91.803087 37.96193, -91.803084 37.962857, -91.803101 37.963375)",bike,1
County Road 8110,49,18628223,37,36,1,267.01621316010085,1,29,,residential,6,"LINESTRING (-91.803101 37.963375, -91.803084 37.962857, -91.803087 37.96193, -91.803088 37.96177, -91.80310799999999 37.960974)",bike,1
Richard Drive,50,18628232,38,39,1,169.9362086233018,1,29,,residential,6,"LINESTRING (-91.751127 37.940175, -91.75094199999999 37.940203, -91.750669 37.940208, -91.750168 37.940202, -91.749194 37.940162)",bike,1
Richard Drive,51,18628232,39,38,1,169.93620862330184,1,29,,residential,6,"LINESTRING (-91.749194 37.940162, -91.750168 37.940202, -91.750669 37.940208, -91.75094199999999 37.940203, -91.751127 37.940175)",bike,1
Richard Drive,52,18628232,39,40,1,43.93608278136436,1,29,,residential,6,"LINESTRING (-91.749194 37.940162, -91.748693 37.940165)",bike,1
Richard Drive,53,18628232,40,39,1,43.93608278136436,1,29,,residential,6,"LINESTRING (-91.748693 37.940165, -91.749194 37.940162)",bike,1
Richard Drive,54,18628232,40,41,1,23.397587244093575,1,29,,residential,6,"LINESTRING (-91.748693 37.940165, -91.7484262 37.9401667)",bike,1
Richard Drive,55,18628232,41,40,1,23.397587244093575,1,29,,residential,6,"LINESTRING (-91.7484262 37.9401667, -91.748693 37.940165)",bike,1
Richard Drive,56,18628232,41,3624,1,17.76974666483728,1,29,,residential,6,"LINESTRING (-91.7484262 37.9401667, -91.7482249 37.9401484)",bike,1
Richard Drive,57,18628232,3624,41,1,17.76974666483728,1,29,,residential,6,"LINESTRING (-91.7482249 37.9401484, -91.7484262 37.9401667)",bike,1
Richard Drive,58,18628232,3624,42,1,11.997147493654271,1,29,,residential,6,"LINESTRING (-91.7482249 37.9401484, -91.74808899999999 37.940136)",bike,1
Richard Drive,59,18628232,42,3624,1,11.997147493654271,1,29,,residential,6,"LINESTRING (-91.74808899999999 37.940136, -91.7482249 37.9401484)",bike,1
Richard Drive,60,18628232,42,43,1,139.09313843113694,1,29,,residential,6,"LINESTRING (-91.74808899999999 37.940136, -91.746503 37.940121)",bike,1
Richard Drive,61,18628232,43,42,1,139.09313843113694,1,29,,residential,6,"LINESTRING (-91.746503 37.940121, -91.74808899999999 37.940136)",bike,1
,62,18628255,55,56,1,12.653090883717041,1,29,,residential,6,"LINESTRING (-91.77703700000001 37.967854, -91.77701999999999 37.967967)",bike,1
,63,18628255,56,55,1,12.653090883717041,1,29,,residential,6,"LINESTRING (-91.77701999999999 37.967967, -91.77703700000001 37.967854)",bike,1
,64,18628255,56,57,1,19.923186385869407,1,29,,residential,6,"LINESTRING (-91.77701999999999 37.967967, -91.77703 37.968146)",bike,1
,65,18628255,57,56,1,19.923186385869407,1,29,,residential,6,"LINESTRING (-91.77703 37.968146, -91.77701999999999 37.967967)",bike,1
,66,18628258,58,59,1,29.827925882484774,1,29,,service,7,"LINESTRING (-91.707909 37.986678, -91.707842 37.986415)",bike,1
,67,18628258,59,58,1,29.827925882484774,1,29,,service,7,"LINESTRING (-91.707842 37.986415, -91.707909 37.986678)",bike,1
,68,18628258,59,58,1,172.33987760305996,1,29,,service,7,"LINESTRING (-91.707842 37.986415, -91.708101 37.986426, -91.708409 37.986596, -91.708547 37.986932, -91.7085 37.986946, -91.70823900000001 37.987027, -91.707909 37.986678)",bike,1
,69,18628258,58,59,1,172.33987760305996,1,29,,service,7,"LINESTRING (-91.707909 37.986678, -91.70823900000001 37.987027, -91.7085 37.986946, -91.708547 37.986932, -91.708409 37.986596, -91.708101 37.986426, -91.707842 37.986415)",bike,1
,70,18628262,60,61,1,148.81876734207057,1,29,,service,7,"LINESTRING (-91.77059300000001 37.985985, -91.768969 37.986376)",bike,1
,71,18628262,61,60,1,148.81876734207057,1,29,,service,7,"LINESTRING (-91.768969 37.986376, -91.77059300000001 37.985985)",bike,1
,72,18628275,65,66,1,106.32847134089667,1,29,,service,7,"LINESTRING (-91.771373 37.986823, -91.77024900000001 37.987183)",bike,1
,73,18628275,66,65,1,106.32847134089667,1,29,,service,7,"LINESTRING (-91.77024900000001 37.987183, -91.771373 37.986823)",bike,1
,74,18628277,67,68,1,15.05665877247261,1,29,,residential,6,"LINESTRING (-91.823735 37.976311, -91.82375500000001 37.976399, -91.823756 37.976445)",bike,1
,75,18628277,68,67,1,15.05665877247261,1,29,,residential,6,"LINESTRING (-91.823756 37.976445, -91.82375500000001 37.976399, -91.823735 37.976311)",bike,1
,76,18628277,68,69,1,101.40457503028897,1,29,,residential,6,"LINESTRING (-91.823756 37.976445, -91.823773 37.977287, -91.823744 37.977353)",bike,1
,77,18628277,69,68,1,101.40457503028897,1,29,,residential,6,"LINESTRING (-91.823744 37.977353, -91.823773 37.977287, -91.823756 37.976445)",bike,1
,78,18628277,69,70,1,63.94765925218924,1,29,,residential,6,"LINESTRING (-91.823744 37.977353, -91.823695 37.977481, -91.823688 37.977578, -91.823725 37.977921)",bike,1
,79,18628277,70,69,1,63.94765925218924,1,29,,residential,6,"LINESTRING (-91.823725 37.977921, -91.823688 37.977578, -91.823695 37.977481, -91.823744 37.977353)",bike,1
,80,18628279,71,69,1,50.69283760120714,1,29,,residential,6,"LINESTRING (-91.823166 37.977369, -91.823744 37.977353)",bike,1
